Tweet,Compound,Date,Negative,Neutral,Positive,Source,Text,User
351,-0.1779,Mon Mar 19 19:14:12 +0000 2018,0.141,0.749,0.11,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""90% of the heroin in America comes from our southern border where, eventually @TheDemocrats will agree wi… https://t.co/xiq1lotg9y",FoxNews
352,-0.3818,Mon Mar 19 19:12:25 +0000 2018,0.161,0.774,0.065,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@POTUS: “We’re also taking action to prevent addiction by addressing the problem of overprescribing.” https://t.co/qT9GUEmnt3,FoxNews
353,-0.6249,Mon Mar 19 19:00:15 +0000 2018,0.17,0.83,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@POTUS on opioid crisis: “Failure is not an option. Addiction is not our future. We will liberate our country from… https://t.co/5xLismjo7g,FoxNews
354,0.7184,Mon Mar 19 18:56:00 +0000 2018,0.0,0.741,0.259,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS on law enforcement officers: “We thank you, we honor you, and we want you to know that we will always have… https://t.co/2xJ7iyTEGJ",FoxNews
355,-0.4939,Mon Mar 19 18:46:26 +0000 2018,0.176,0.824,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@FLOTUS: ""We must continue educating [mothers] about the real dangers of opioids on unborn babies.""… https://t.co/YJhdGgWnZj",FoxNews
356,-0.7579,Mon Mar 19 18:32:11 +0000 2018,0.394,0.606,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@POTUS delivers remarks on efforts to combat the opioid crisis.  https://t.co/xgbqseWlE2 https://t.co/FEclJ9H74n,FoxNews
357,0.4019,Mon Mar 19 18:17:22 +0000 2018,0.0,0.816,0.184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OPINION: Sen. Tom Cotton: Why I support Pompeo at State, Haspel at CIA https://t.co/q4P3O8DFD7",FoxNews
358,0.2263,Mon Mar 19 17:57:21 +0000 2018,0.0,0.888,0.112,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jesse James jackpot: Outlaw photo bought on eBay for $10 could be worth $2 million https://t.co/9jxynxJ458,FoxNews
359,0.0,Mon Mar 19 17:30:25 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxBusiness: #BreakingNews: Dow falls 400+ points in tech-led downdraft https://t.co/30utuhJG0P https://t.co/tWwx1qJnC9,FoxNews
360,0.8225,Mon Mar 19 17:27:44 +0000 2018,0.0,0.591,0.409,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Amazing drone footage captured the beauty of China’s countryside in the spring. https://t.co/V40asWEVDy,FoxNews
361,0.0,Mon Mar 19 17:16:44 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Steve Pomerantz on Austin bombings #OutnumberedOT https://t.co/bqG3aTGDOr https://t.co/SgqjLcZG12,FoxNews
362,-0.5829,Mon Mar 19 17:10:34 +0000 2018,0.274,0.726,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JUST IN: Self-driving Uber car kills Arizona pedestrian, police say https://t.co/uNQM5CYNxt",FoxNews
363,-0.7269,Mon Mar 19 17:07:38 +0000 2018,0.604,0.396,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Austin package bomb attacks timeline https://t.co/88C8w2SrrF,FoxNews
364,0.3612,Mon Mar 19 17:04:00 +0000 2018,0.0,0.815,0.185,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Facebook apologizes for search suggestions of child pornography videos https://t.co/1GXT4KHsVF (via @christocarbone),FoxNews
365,0.0,Mon Mar 19 17:00:41 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",How the @WhiteHouse is tackling the opioid epidemic https://t.co/cvascK7QJC,FoxNews
366,-0.8591,Mon Mar 19 16:53:43 +0000 2018,0.486,0.514,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Steven Seagal accusers detail rape, sexual assault allegations against actor https://t.co/qmw3ZPrdrO",FoxNews
367,0.0,Mon Mar 19 16:35:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Austin bombings show 'similarities,' work of 'serial bomber,' police say (via @travfed)  https://t.co/dLVCoqa6Ef",FoxNews
368,0.0,Mon Mar 19 16:30:12 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Trump Bible heads to museum https://t.co/pFc43cxrXf,FoxNews
369,0.0,Mon Mar 19 16:29:44 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",President Trump heading to New Hampshire to unveil opioid plan https://t.co/ulleIslPOI,FoxNews
370,0.0,Mon Mar 19 16:24:03 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Air Force One departs Joint Base Andrews en route to New Hampshire.  https://t.co/FbFRHL1rz4,FoxNews
371,-0.1779,Mon Mar 19 16:01:03 +0000 2018,0.192,0.659,0.15,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DC council member apologizes after blaming snowfall on Jewish bankers controlling climate https://t.co/RL52RxDg1z,FoxNews
372,0.5574,Mon Mar 19 15:47:04 +0000 2018,0.0,0.765,0.235,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",English restaurant offering 200-ounce steak challenge: 'We wanted to bring a bit of fun to the restaurant' https://t.co/NPcvEBDsrq,FoxNews
373,0.4019,Mon Mar 19 15:39:18 +0000 2018,0.0,0.87,0.13,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@Richardafowler: “We all understand the Clintons were… the Democratic party of yesteryear and we are trying to mov… https://t.co/QJ46tLiGEk,FoxNews
374,0.0,Mon Mar 19 15:29:59 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cops: 4 Austin bombings show 'similarities,' work of 'serial bomber' https://t.co/dLVCoqrI2P",FoxNews
375,0.4019,Mon Mar 19 15:18:38 +0000 2018,0.0,0.87,0.13,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point.”… https://t.co/IXPKAAsmue,FoxNews
376,-0.296,Mon Mar 19 15:10:34 +0000 2018,0.145,0.855,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Double amputee could become the first to climb Mt. Everest with no legs https://t.co/dTkfxtrhqi,FoxNews
377,0.0,Mon Mar 19 15:04:24 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@Austin_Police and other officials provide an update on the most recent explosion in Austin, Texas.… https://t.co/wmDg4tvJVP",FoxNews
378,0.0,Mon Mar 19 14:56:08 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@RepLeeZeldin on curbing Russia: “President Trump actually did more in the last week than President Obama did in 8… https://t.co/FOBaiCXLN8,FoxNews
379,0.0,Mon Mar 19 14:55:29 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@RepLeeZeldin: “All signals is that the president will not be staying in the Iran nuclear deal.” https://t.co/VwWuwnuke7,FoxNews
380,-0.5859,Mon Mar 19 14:50:00 +0000 2018,0.324,0.676,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Maryland I-270 pileup involving 20 vehicles leaves multiple injured (via @travfed)  https://t.co/GLKZxpuGEP,FoxNews
381,0.0,Mon Mar 19 14:39:15 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Saudi Crown Prince Mohammed bin Salman says women are 'absolutely' equal to men, continues modernization push… https://t.co/vIpDkAANrQ",FoxNews
382,0.0516,Mon Mar 19 14:35:43 +0000 2018,0.146,0.696,0.158,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Massachusetts governor applauded, mocked for taking tequila shot on St. Patrick’s Day https://t.co/7Z3IAn4QRt",FoxNews
383,0.0,Mon Mar 19 14:25:41 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Earlier, @SecondLady Karen Pence and Charlotte Pence joined @foxandfriends https://t.co/zNjNuFxy8K",FoxNews
384,0.0,Mon Mar 19 14:24:50 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",US military eyes futuristic 'bionic arm' for troops https://t.co/BOUeVun9p3,FoxNews
385,-0.5574,Mon Mar 19 14:23:24 +0000 2018,0.184,0.816,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'Angel Dad' on Appointment of Illegal Immigrant to Gov't Post: 'The Laws are Irrelevant' in CA https://t.co/5UwkV4LImY,FoxNews
386,0.2584,Mon Mar 19 14:12:23 +0000 2018,0.0,0.88,0.12,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@RepPeteKing: “I urge the president not to fire Bob Mueller. Let him complete the investigation.” https://t.co/Yy6GZiFXBV,FoxNews
387,-0.34,Mon Mar 19 14:10:22 +0000 2018,0.13,0.87,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","New Jersey judge, during DUI arrest, tells officers he is a 'f----ing judge' and will 'fight' them https://t.co/1c4TZG18Pz",FoxNews
388,0.0,Mon Mar 19 13:33:14 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The @USNavy @BlueAngels fly in formation during their #LukeDays2018 performance at Luke Air Force Base on March 18. https://t.co/C6bLXOoX2P,FoxNews
389,0.5574,Mon Mar 19 13:30:46 +0000 2018,0.0,0.765,0.235,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",English restaurant offering 200-ounce steak challenge: 'We wanted to bring a bit of fun to the restaurant' https://t.co/NPcvEBDsrq,FoxNews
390,-0.5859,Mon Mar 19 13:16:16 +0000 2018,0.375,0.625,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Maryland I-270 pileup involving 20 vehicles leaves multiple injured https://t.co/GLKZxpuGEP,FoxNews
391,0.5423,Mon Mar 19 12:55:00 +0000 2018,0.111,0.603,0.286,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Pennsylvania college student reported missing in Bermuda, coach hopes for 'safe return' (via @travfed)  https://t.co/bJE6fxb2XW",FoxNews
392,0.5719,Mon Mar 19 12:54:28 +0000 2018,0.0,0.719,0.281,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'Outlander' actor says United crew was joking about stowing dogs in overhead bins https://t.co/R0ryfFzJgJ,FoxNews
393,0.0,Mon Mar 19 12:45:22 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@seanhannity: “The president is 1000% right, there never was any Trump-Russia collusion.” https://t.co/1y4yp1tTYX",FoxNews
394,0.0,Mon Mar 19 12:43:32 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@seanhannity: “The only person that colluded in that campaign with the Russians, was Hillary Clinton.” https://t.co/BJs5dX5V8o",FoxNews
395,0.3291,Mon Mar 19 12:34:43 +0000 2018,0.0,0.899,0.101,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Candace Owens: “That is exactly what modern feminism seems to be today is that they celebrate women but only if wom… https://t.co/mDSjlwQ0Mj,FoxNews
396,0.4404,Mon Mar 19 12:29:00 +0000 2018,0.0,0.861,0.139,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@AmbJohnBolton on @foxandfriends: “I think the sooner that the Senate acts on the Pompeo nomination, the better fo… https://t.co/CrXizRzNuv",FoxNews
397,0.2023,Mon Mar 19 12:15:11 +0000 2018,0.212,0.508,0.28,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@VP Mike Pence honors fallen soldiers @foxandfriends https://t.co/sIZgeU3WdR,FoxNews
398,0.4019,Mon Mar 19 12:10:16 +0000 2018,0.0,0.816,0.184,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OPINION: Michael Goodwin: A second special counsel should be investigating the FBI leaks https://t.co/TUIVfJ85mE,FoxNews
399,0.4215,Mon Mar 19 12:04:52 +0000 2018,0.0,0.851,0.149,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@JaniceDean: “Just one word of encouragement can mean so much to people who have a chronic illness.”… https://t.co/6hDLvgs4tx,FoxNews
400,-0.539,Mon Mar 19 23:17:05 +0000 2018,0.302,0.498,0.2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",nytimes
401,0.0,Mon Mar 19 23:02:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,nytimes
402,-0.1027,Mon Mar 19 22:44:07 +0000 2018,0.126,0.766,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,nytimes
403,-0.4215,Mon Mar 19 22:34:00 +0000 2018,0.128,0.872,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,nytimes
404,0.0,Mon Mar 19 22:24:55 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,nytimes
405,0.34,Mon Mar 19 22:17:03 +0000 2018,0.082,0.784,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",nytimes
406,0.3612,Mon Mar 19 22:02:07 +0000 2018,0.0,0.8,0.2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,nytimes
407,0.0,Mon Mar 19 21:47:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",nytimes
408,0.0,Mon Mar 19 21:32:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",nytimes
409,0.0,Mon Mar 19 21:20:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",nytimes
410,0.0,Mon Mar 19 21:10:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,nytimes
411,0.128,Mon Mar 19 21:00:21 +0000 2018,0.132,0.679,0.189,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",nytimes
412,0.7351,Mon Mar 19 20:50:06 +0000 2018,0.0,0.763,0.237,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",nytimes
413,-0.2732,Mon Mar 19 20:40:10 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,nytimes
414,-0.5423,Mon Mar 19 20:33:00 +0000 2018,0.156,0.844,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,nytimes
415,-0.5423,Mon Mar 19 20:30:18 +0000 2018,0.163,0.837,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",nytimes
416,0.0,Mon Mar 19 20:20:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,nytimes
417,0.0,Mon Mar 19 20:17:56 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",nytimes
418,0.0,Mon Mar 19 20:14:53 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",nytimes
419,0.128,Mon Mar 19 20:13:08 +0000 2018,0.0,0.919,0.081,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",nytimes
420,-0.539,Mon Mar 19 23:17:05 +0000 2018,0.302,0.498,0.2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",nytimes
421,0.0,Mon Mar 19 23:02:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,nytimes
422,-0.1027,Mon Mar 19 22:44:07 +0000 2018,0.126,0.766,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,nytimes
423,-0.4215,Mon Mar 19 22:34:00 +0000 2018,0.128,0.872,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,nytimes
424,0.0,Mon Mar 19 22:24:55 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,nytimes
425,0.34,Mon Mar 19 22:17:03 +0000 2018,0.082,0.784,0.134,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",nytimes
426,0.3612,Mon Mar 19 22:02:07 +0000 2018,0.0,0.8,0.2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,nytimes
427,0.0,Mon Mar 19 21:47:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",nytimes
428,0.0,Mon Mar 19 21:32:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",nytimes
429,0.0,Mon Mar 19 21:20:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",nytimes
430,0.0,Mon Mar 19 21:10:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,nytimes
431,0.128,Mon Mar 19 21:00:21 +0000 2018,0.132,0.679,0.189,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",nytimes
432,0.7351,Mon Mar 19 20:50:06 +0000 2018,0.0,0.763,0.237,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",nytimes
433,-0.2732,Mon Mar 19 20:40:10 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,nytimes
434,-0.5423,Mon Mar 19 20:33:00 +0000 2018,0.156,0.844,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,nytimes
435,-0.5423,Mon Mar 19 20:30:18 +0000 2018,0.163,0.837,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",nytimes
436,0.0,Mon Mar 19 20:20:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,nytimes
437,0.0,Mon Mar 19 20:17:56 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",nytimes
438,0.0,Mon Mar 19 20:14:53 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",nytimes
439,0.128,Mon Mar 19 20:13:08 +0000 2018,0.0,0.919,0.081,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",nytimes
440,0.0,Mon Mar 19 20:10:11 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Facebook is defending its protection of user information after Cambridge Analytica harvested private information fr… https://t.co/ynmgpzkUa8,nytimes
441,0.0,Mon Mar 19 20:06:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Christopher Wylie, who oversaw Cambridge’s data collection until 2014, said of his former company, “For them, this… https://t.co/lGYdQTfkLz",nytimes
442,0.0,Mon Mar 19 20:04:05 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The New York Times and The Observer of London reported how Cambridge Analytica, a political data firm closely tied… https://t.co/iu6g0OHg5T",nytimes
443,0.3818,Mon Mar 19 20:00:20 +0000 2018,0.0,0.885,0.115,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Here’s what you need to know about how a political data firm tied to President Trump’s campaign gained access to pr… https://t.co/zvnAIgGXbv,nytimes
444,0.0,Mon Mar 19 19:50:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Nipped waists have long represented femininity,"" @AlexanderFury writes. ""What does it say about the contemporary m… https://t.co/30rkCxLYYD",nytimes
445,0.0,Mon Mar 19 19:40:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTmag: These are chicks of the endangered Akikiki bird, a small bird native to the forests of Kauai, Hawaii. https://t.co/Wx1KGuzIk7 h…",nytimes
446,0.0,Mon Mar 19 19:30:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is… https://t.co/9lsfWqknha",nytimes
447,0.2732,Mon Mar 19 19:20:09 +0000 2018,0.0,0.896,0.104,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The fourth bombing in Austin demonstrated a higher level of sophistication than the previous 3, as well as a “signi… https://t.co/uLMo7jGk5b",nytimes
448,0.0,Mon Mar 19 19:02:38 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This video is the first piece in a series about these residents. Their stories offer a look at how people are confr… https://t.co/NLB5u8MLra,nytimes
449,0.0,Mon Mar 19 19:01:46 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","In the 6 months since Harvey, The New York Times followed several families in the Cinco Ranch community as they str… https://t.co/naAH2tvhPx",nytimes
450,0.0,Mon Mar 19 19:00:57 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The homes in Cinco Ranch sat on land that had been designed to flood — a fact that wasn’t widely publicized when a… https://t.co/qAwdPWE5WV,nytimes
451,-0.3182,Mon Mar 19 19:00:10 +0000 2018,0.113,0.887,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After Hurricane Harvey swamped Houston, some residents of one suburban area were shocked to learn that the flooding… https://t.co/QYRyJRcO7D",nytimes
