Tweet,Compound,Date,Negative,Neutral,Positive,Source,Text,User
155,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,CBS
156,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",CBS
157,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,CBS
158,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,CBS
159,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",CBS
160,0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",CBS
161,0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",CBS
162,0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",CBS
163,0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,CBS
164,0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",CBS
165,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",CBS
166,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,CBS
167,0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",CBS
168,0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",CBS
169,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",CBS
170,0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,CBS
171,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,CBS
172,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",CBS
173,0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",CBS
174,0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",CBS
175,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",CBS
176,0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,CBS
177,0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",CBS
178,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,CBS
179,0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",CBS
180,0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,CBS
181,0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",CBS
182,0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",CBS
183,-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",CBS
184,0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,CBS
185,0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",CBS
186,0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",CBS
187,0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",CBS
188,0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,CBS
189,0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",CBS
190,0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",CBS
191,0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,CBS
192,0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,CBS
193,0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,CBS
194,-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,CBS
195,0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",CBS
196,0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,0.312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",CBS
197,0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",CBS
198,0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",CBS
199,0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",CBS
200,0.0,Mon Mar 19 23:10:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With just days before a potential shutdown, negotiations continue on a must-pass spending bill… https://t.co/qmINUShnrI",CNN
201,-0.4019,Mon Mar 19 23:07:04 +0000 2018,0.184,0.816,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","An anti-abortion, conservative Democrat fights for survival in the Illinois primary https://t.co/IsSkwVA69D https://t.co/3Nv9Gdt00P",CNN
202,0.0,Mon Mar 19 23:01:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What you need to know about Facebook's data debacle https://t.co/ngPqheWSSq https://t.co/G7X2Inay7b,CNN
203,0.8176,Mon Mar 19 22:58:04 +0000 2018,0.0,0.653,0.347,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Supreme Court just gave Democrats a much better chance of retaking the House in 2018 | Analysis by @CillizzaCNN… https://t.co/ENTEP3LgMq,CNN
204,-0.2023,Mon Mar 19 22:53:04 +0000 2018,0.17,0.744,0.086,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Republicans are bluntly warning President Trump to lay off his attacks on special counsel Robert Mueller, but there… https://t.co/lBBpwb5d1E",CNN
205,0.4019,Mon Mar 19 22:45:47 +0000 2018,0.0,0.863,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump's lawyers recently provided the special counsel's office with documents in an attempt to limit the… https://t.co/hvD3zJposE,CNN
206,-0.5574,Mon Mar 19 22:43:20 +0000 2018,0.153,0.847,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Senator Warner says it was ""more than a little bit fishy"" that former FBI Deputy Director Andrew McCabe was fired 3… https://t.co/ZD7Fqa0RWu",CNN
207,-0.128,Mon Mar 19 22:40:07 +0000 2018,0.1,0.776,0.123,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNSitRoom: Facebook is under intense pressure to answer questions after it admitted that a company linked to President Trump's campaig…,CNN
208,-0.0772,Mon Mar 19 22:39:29 +0000 2018,0.127,0.759,0.114,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Rep. Adam Schiff on Trump attacking special counsel Robert Mueller on Twitter: The President seems to be testing th… https://t.co/fkEcFAG4M8,CNN
209,-0.1263,Mon Mar 19 22:35:27 +0000 2018,0.109,0.8,0.091,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TheLeadCNN: ""What you have is like the ‘Survivor’ meets ‘The Apprentice’ meets ‘Game of Thrones.’ It is the most insane scenario ... th…",CNN
210,0.497,Mon Mar 19 22:34:14 +0000 2018,0.0,0.81,0.19,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. Jeanne Shaheen: If President Trump has nothing to hide, then he should be interested in seeing this investigat… https://t.co/CwcznrIfm2",CNN
211,0.296,Mon Mar 19 22:32:12 +0000 2018,0.138,0.625,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/FQIXvLkvWF,CNN
212,0.296,Mon Mar 19 22:29:39 +0000 2018,0.138,0.625,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/4XVMG61Kt0,CNN
213,-0.7239,Mon Mar 19 22:27:31 +0000 2018,0.275,0.725,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""[Trump] has been extremely consistent. He hates this investigation,"" and ""he is scared of this investigation."" - T… https://t.co/DzZka7zHAD",CNN
214,0.1761,Mon Mar 19 22:18:00 +0000 2018,0.128,0.717,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht…",CNN
215,0.4939,Mon Mar 19 22:16:07 +0000 2018,0.0,0.849,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","US President Trump has yet to congratulate Russian President Vladimir Putin on his election, and a phone call betwe… https://t.co/WclI7Tljht",CNN
216,-0.7769,Mon Mar 19 22:11:33 +0000 2018,0.285,0.715,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a pedestrian i… https://t.co/gODSZocjLN,CNN
217,-0.7759,Mon Mar 19 22:06:46 +0000 2018,0.285,0.715,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Authorities are speaking in Tempe, Arizona, about the self-driving Uber SUV that struck and killed a woman. Watch o… https://t.co/2WJR68WqSC",CNN
218,-0.8316,Mon Mar 19 22:06:04 +0000 2018,0.281,0.719,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",At least four people have died following head-on crashes in Hyundai and Kia cars in which the airbags did not deplo… https://t.co/NYc6ZPBVDp,CNN
219,-0.3182,Mon Mar 19 22:00:05 +0000 2018,0.108,0.892,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Turpin siblings, allegedly tortured for years by their parents, are out of hospitals but still regularly in tou… https://t.co/KyDF93PMYn",CNN
220,0.0,Mon Mar 19 23:10:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With just days before a potential shutdown, negotiations continue on a must-pass spending bill… https://t.co/qmINUShnrI",CNN
221,-0.4019,Mon Mar 19 23:07:04 +0000 2018,0.184,0.816,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","An anti-abortion, conservative Democrat fights for survival in the Illinois primary https://t.co/IsSkwVA69D https://t.co/3Nv9Gdt00P",CNN
222,0.0,Mon Mar 19 23:01:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What you need to know about Facebook's data debacle https://t.co/ngPqheWSSq https://t.co/G7X2Inay7b,CNN
223,0.8176,Mon Mar 19 22:58:04 +0000 2018,0.0,0.653,0.347,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Supreme Court just gave Democrats a much better chance of retaking the House in 2018 | Analysis by @CillizzaCNN… https://t.co/ENTEP3LgMq,CNN
224,-0.2023,Mon Mar 19 22:53:04 +0000 2018,0.17,0.744,0.086,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Republicans are bluntly warning President Trump to lay off his attacks on special counsel Robert Mueller, but there… https://t.co/lBBpwb5d1E",CNN
225,0.4019,Mon Mar 19 22:45:47 +0000 2018,0.0,0.863,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump's lawyers recently provided the special counsel's office with documents in an attempt to limit the… https://t.co/hvD3zJposE,CNN
226,-0.5574,Mon Mar 19 22:43:20 +0000 2018,0.153,0.847,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Senator Warner says it was ""more than a little bit fishy"" that former FBI Deputy Director Andrew McCabe was fired 3… https://t.co/ZD7Fqa0RWu",CNN
227,-0.128,Mon Mar 19 22:40:07 +0000 2018,0.1,0.776,0.123,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @CNNSitRoom: Facebook is under intense pressure to answer questions after it admitted that a company linked to President Trump's campaig…,CNN
228,-0.0772,Mon Mar 19 22:39:29 +0000 2018,0.127,0.759,0.114,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Rep. Adam Schiff on Trump attacking special counsel Robert Mueller on Twitter: The President seems to be testing th… https://t.co/fkEcFAG4M8,CNN
229,-0.1263,Mon Mar 19 22:35:27 +0000 2018,0.109,0.8,0.091,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TheLeadCNN: ""What you have is like the ‘Survivor’ meets ‘The Apprentice’ meets ‘Game of Thrones.’ It is the most insane scenario ... th…",CNN
230,0.497,Mon Mar 19 22:34:14 +0000 2018,0.0,0.81,0.19,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. Jeanne Shaheen: If President Trump has nothing to hide, then he should be interested in seeing this investigat… https://t.co/CwcznrIfm2",CNN
231,0.296,Mon Mar 19 22:32:12 +0000 2018,0.138,0.625,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/FQIXvLkvWF,CNN
232,0.296,Mon Mar 19 22:29:39 +0000 2018,0.138,0.625,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/4XVMG61Kt0,CNN
233,-0.7239,Mon Mar 19 22:27:31 +0000 2018,0.275,0.725,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""[Trump] has been extremely consistent. He hates this investigation,"" and ""he is scared of this investigation."" - T… https://t.co/DzZka7zHAD",CNN
234,0.1761,Mon Mar 19 22:18:00 +0000 2018,0.128,0.717,0.155,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht…",CNN
235,0.4939,Mon Mar 19 22:16:07 +0000 2018,0.0,0.849,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","US President Trump has yet to congratulate Russian President Vladimir Putin on his election, and a phone call betwe… https://t.co/WclI7Tljht",CNN
236,-0.7769,Mon Mar 19 22:11:33 +0000 2018,0.285,0.715,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a pedestrian i… https://t.co/gODSZocjLN,CNN
237,-0.7759,Mon Mar 19 22:06:46 +0000 2018,0.285,0.715,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Authorities are speaking in Tempe, Arizona, about the self-driving Uber SUV that struck and killed a woman. Watch o… https://t.co/2WJR68WqSC",CNN
238,-0.8316,Mon Mar 19 22:06:04 +0000 2018,0.281,0.719,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",At least four people have died following head-on crashes in Hyundai and Kia cars in which the airbags did not deplo… https://t.co/NYc6ZPBVDp,CNN
239,-0.3182,Mon Mar 19 22:00:05 +0000 2018,0.108,0.892,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Turpin siblings, allegedly tortured for years by their parents, are out of hospitals but still regularly in tou… https://t.co/KyDF93PMYn",CNN
240,0.7684,Mon Mar 19 21:57:24 +0000 2018,0.0,0.741,0.259,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Federal Reserve is all but certain to lift interest rates when Jerome Powell leads his first meeting as chairma… https://t.co/HIQRM5w4Bx,CNN
241,0.5994,Mon Mar 19 21:56:26 +0000 2018,0.0,0.795,0.205,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Opponents of abortion will come to the Supreme Court on Tuesday to challenge a California law they say is an uncons… https://t.co/3m0Rs9PvG4,CNN
242,-0.6249,Mon Mar 19 21:55:37 +0000 2018,0.194,0.806,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Facebook sinks nearly 7% as the user data controversy sparks the company's worst day in four years.… https://t.co/uAmoZ6NeSv,CNN
243,0.8204,Mon Mar 19 21:21:45 +0000 2018,0.0,0.665,0.335,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Lin-Manuel Miranda and Ben Platt, two of Broadway's most popular voices, join forces for a song to benefit March Fo… https://t.co/Elnp81GDIl",CNN
244,-0.8442,Mon Mar 19 21:14:02 +0000 2018,0.336,0.664,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""We can't execute our way out of this epidemic"": President Trump's proposal to impose the death penalty on drug tra… https://t.co/ZfqIlAFlN4",CNN
245,0.0772,Mon Mar 19 21:08:33 +0000 2018,0.0,0.936,0.064,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/rgTyLZc5Y4,CNN
246,0.34,Mon Mar 19 20:58:07 +0000 2018,0.0,0.882,0.118,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/28hLoRGydA",CNN
247,0.6369,Mon Mar 19 20:52:04 +0000 2018,0.0,0.729,0.271,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",1 sentence that explains the wacky and super dysfunctional world of Donald Trump | Analysis by @CillizzaCNN… https://t.co/IzXZIlCluO,CNN
248,0.4215,Mon Mar 19 20:41:26 +0000 2018,0.0,0.865,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A member of Congress has extended an opportunity for former FBI deputy director Andrew McCabe to continue working i… https://t.co/lab9t9ApWC,CNN
249,-0.4404,Mon Mar 19 20:33:04 +0000 2018,0.139,0.861,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democratic Rep. Tom Suozzi is facing criticism after comments he made last week were interpreted as a suggestion of… https://t.co/xLoJTQaweT,CNN
250,-0.6249,Mon Mar 19 20:30:51 +0000 2018,0.215,0.785,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Dow drops 336 points as Facebook has its worst day in four years https://t.co/tritlMlisj https://t.co/UWnMhHktFw,CNN
251,-0.4404,Mon Mar 19 20:23:21 +0000 2018,0.132,0.868,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Time's Up, the female-led organization formed in the aftermath of the Harvey Weinstein scandal, has called for an i… https://t.co/2NoqT04pRF",CNN
